primary_label,scientific_name,common_name,filename,rating,train
acafly,Empidonax virescens,Acadian Flycatcher,XC275970.ogg,4.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC275971.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC284299.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC286544.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC299420.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC299456.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC302201.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC310335.ogg,3.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC31063.ogg,3.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC31224.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC31225.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC314750.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC316116.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC318882.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC319105.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC319240.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC319271.ogg,3.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC319607.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC320422.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC321796.ogg,2.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC324813.ogg,4.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC324915.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC324931.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC326699.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC328245.ogg,1.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC340324.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC342676.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC342677.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC351341.ogg,4.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC354274.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC358461.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC358865.ogg,3.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC370169.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC370596.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC370756.ogg,3.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC371468.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC371473.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC371474.ogg,4.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC372010.ogg,4.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC372200.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC373653.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC375317.ogg,3.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC402426.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC402427.ogg,5.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC405039.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC407519.ogg,2.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC407863.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC416438.ogg,4.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC416786.ogg,4.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC417181.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC418306.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC420873.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC428400.ogg,3.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC442565.ogg,0.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC453776.ogg,3.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC454273.ogg,0.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC454428.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC454560.ogg,0.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC455147.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC475321.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC476751.ogg,0.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC477408.ogg,5.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC482984.ogg,3.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC483506.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC493597.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC499566.ogg,3.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC51408.ogg,3.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC51409.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC517939.ogg,4.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC533302.ogg,2.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC533945.ogg,0.0,0
acafly,Empidonax virescens,Acadian Flycatcher,XC541149.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC541152.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC548848.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC549449.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC569943.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC569946.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC579060.ogg,3.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC580740.ogg,4.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC583856.ogg,4.5,1
acafly,Empidonax virescens,Acadian Flycatcher,XC594106.ogg,5.0,1
acafly,Empidonax virescens,Acadian Flycatcher,XC600277.ogg,3.5,0
acafly,Empidonax virescens,Acadian Flycatcher,XC6671.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC110258.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC11569.ogg,3.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC123309.ogg,4.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC124489.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC125254.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC125478.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC125508.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC129244.ogg,2.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC129250.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC135949.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC135964.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC139095.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC148026.ogg,0.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC153315.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC173144.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC173146.ogg,4.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC187296.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC191753.ogg,2.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC196414.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC196483.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC196695.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC196706.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC197925.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC198388.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC202266.ogg,1.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC206650.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC206686.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC212368.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217708.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217709.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217710.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217711.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217712.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217713.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217717.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217718.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217719.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217722.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217723.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217724.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217726.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217727.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217728.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217729.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217730.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217731.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217732.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217733.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217734.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217735.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217736.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217737.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217738.ogg,4.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217739.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217741.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC217742.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC245856.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC278662.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC279570.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC282229.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC283661.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC287772.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC288792.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC291875.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC292758.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC295274.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC296926.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC297453.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC298941.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC299421.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC306133.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323863.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323864.ogg,2.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323865.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323867.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323869.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323870.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC323871.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC328514.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC331397.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC331588.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC331589.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC331590.ogg,2.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC332645.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC338015.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC344375.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC347905.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC349104.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC349105.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC349962.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC351206.ogg,4.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC351207.ogg,4.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC351208.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC351209.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC351210.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC353595.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC353598.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC356757.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC358615.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC360352.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC361772.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC361773.ogg,2.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC363447.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC363564.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC367251.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC373921.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC376035.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC376286.ogg,2.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC391842.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC396471.ogg,1.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC403203.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC413024.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC423651.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC433787.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC435734.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC441342.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC448730.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC448731.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC448737.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC448826.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC450847.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC450848.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC450849.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451032.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451181.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451182.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451183.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451184.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451185.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451186.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451200.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451270.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451272.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451273.ogg,5.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451274.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451275.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451276.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451277.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451278.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC451363.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC452359.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC452360.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC453076.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC466411.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC466412.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC466413.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC466414.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC466415.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC475160.ogg,0.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC475161.ogg,0.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC475162.ogg,0.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC481135.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC481208.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC489983.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC492228.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC493438.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC493594.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC494256.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC494259.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC511151.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC513775.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC518037.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC518038.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC518209.ogg,4.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC527698.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC531816.ogg,3.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC540572.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC546788.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC560602.ogg,5.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC565034.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC571063.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC575709.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC576183.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC578547.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC581838.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC581841.ogg,3.0,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC582643.ogg,2.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC587104.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC587105.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC615065.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC615378.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC616747.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC616748.ogg,2.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC616749.ogg,3.5,0
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC616750.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC616751.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC616752.ogg,4.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC617299.ogg,4.0,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC8914.ogg,3.5,1
acowoo,Melanerpes formicivorus,Acorn Woodpecker,XC9135.ogg,3.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC133197.ogg,2.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC134024.ogg,2.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC134874.ogg,3.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC134932.ogg,2.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC135454.ogg,4.0,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC135455.ogg,4.0,0
aldfly,Empidonax alnorum,Alder Flycatcher,XC135456.ogg,3.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC135457.ogg,4.0,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC135459.ogg,4.0,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC135460.ogg,4.0,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC135883.ogg,3.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC137570.ogg,4.0,0
aldfly,Empidonax alnorum,Alder Flycatcher,XC138639.ogg,3.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC139577.ogg,4.5,1
aldfly,Empidonax alnorum,Alder Flycatcher,XC140298.ogg,3.5,1
